"vs","better","dem","vote","squad";"musician","support","hillary.clinton","bernie.sanders","race"; 0.875
"vs","better","dem","bernie.sanders","vote";"musician","support","hillary.clinton","squad","race"; 0.875
"vs","better","dem","bernie.sanders","squad";"musician","support","hillary.clinton","race","vote"; 0.875
"vs","better","dem","hillary.clinton","vote";"musician","support","bernie.sanders","squad","race"; 0.875
"vs","better","dem","hillary.clinton","squad";"musician","support","bernie.sanders","race","vote"; 0.875
"vs","better","dem","hillary.clinton","bernie.sanders";"musician","support","squad","race","vote"; 0.875
"vs","support","vote","squad","race";"musician","better","dem","hillary.clinton","bernie.sanders"; 1.0
"vs","support","bernie.sanders","vote","race";"musician","better","dem","hillary.clinton","squad"; 1.0
"vs","support","bernie.sanders","squad","vote";"musician","better","dem","hillary.clinton","race"; 1.0
"vs","support","bernie.sanders","squad","race";"musician","better","dem","hillary.clinton","vote"; 1.0
"vs","support","hillary.clinton","vote","race";"musician","better","dem","bernie.sanders","squad"; 1.0
"vs","support","hillary.clinton","vote","squad";"musician","better","dem","bernie.sanders","race"; 1.0
"vs","support","hillary.clinton","squad","race";"musician","better","dem","bernie.sanders","vote"; 1.0
"vs","support","hillary.clinton","bernie.sanders","vote";"musician","better","dem","squad","race"; 1.0
"vs","support","hillary.clinton","bernie.sanders","race";"musician","better","dem","squad","vote"; 1.0
"vs","support","hillary.clinton","bernie.sanders","squad";"musician","better","dem","race","vote"; 1.0
"vs","support","dem","vote","squad";"musician","better","hillary.clinton","bernie.sanders","race"; 0.875
"vs","support","dem","bernie.sanders","vote";"musician","better","hillary.clinton","squad","race"; 0.875
"vs","support","dem","bernie.sanders","squad";"musician","better","hillary.clinton","race","vote"; 0.875
"vs","support","dem","hillary.clinton","vote";"musician","better","bernie.sanders","squad","race"; 0.875
"vs","support","dem","hillary.clinton","squad";"musician","better","bernie.sanders","race","vote"; 0.875
"vs","support","dem","hillary.clinton","bernie.sanders";"musician","better","squad","race","vote"; 0.875
"vs","support","better","vote","race";"musician","dem","hillary.clinton","bernie.sanders","squad"; 1.0
"vs","support","better","vote","squad";"musician","dem","hillary.clinton","bernie.sanders","race"; 1.0
"vs","support","better","squad","race";"musician","dem","hillary.clinton","bernie.sanders","vote"; 1.0
"vs","support","better","bernie.sanders","vote";"musician","dem","hillary.clinton","squad","race"; 1.0
"vs","support","better","bernie.sanders","race";"musician","dem","hillary.clinton","squad","vote"; 1.0
"vs","support","better","bernie.sanders","squad";"musician","dem","hillary.clinton","race","vote"; 1.0
"vs","support","better","hillary.clinton","vote";"musician","dem","bernie.sanders","squad","race"; 1.0
"vs","support","better","hillary.clinton","race";"musician","dem","bernie.sanders","squad","vote"; 1.0
"vs","support","better","hillary.clinton","squad";"musician","dem","bernie.sanders","race","vote"; 1.0
"vs","support","better","hillary.clinton","bernie.sanders";"musician","dem","squad","race","vote"; 1.0
